# time_ps cluster_size count
4207000.000000 3 2
4207000.000000 15 1
4208000.000000 1 4
4208000.000000 2 1
4208000.000000 19 1
4209000.000000 1 3
4209000.000000 3 2
4209000.000000 16 1
4210000.000000 1 2
4210000.000000 3 1
4210000.000000 20 1
4211000.000000 1 2
4211000.000000 3 1
4211000.000000 7 1
4211000.000000 13 1
4212000.000000 1 5
4212000.000000 2 3
4212000.000000 3 1
4212000.000000 5 1
4212000.000000 6 1
4213000.000000 1 1
4213000.000000 2 1
4213000.000000 3 2
4213000.000000 16 1
4214000.000000 1 7
4214000.000000 2 2
4214000.000000 14 1
4215000.000000 1 3
4215000.000000 3 1
4215000.000000 19 1
4216000.000000 1 6
4216000.000000 19 1
4217000.000000 1 3
4217000.000000 2 1
4217000.000000 20 1
4218000.000000 1 2
4218000.000000 2 3
4218000.000000 17 1
4219000.000000 1 5
4219000.000000 2 1
4219000.000000 3 1
4219000.000000 15 1
4220000.000000 1 2
4220000.000000 3 1
4220000.000000 20 1
4221000.000000 1 3
4221000.000000 3 1
4221000.000000 19 1
4222000.000000 1 2
4222000.000000 3 1
4222000.000000 20 1
4223000.000000 3 1
4223000.000000 22 1
4224000.000000 1 2
4224000.000000 3 1
4224000.000000 20 1
4225000.000000 1 1
4225000.000000 3 1
4225000.000000 21 1
4226000.000000 1 4
4226000.000000 3 1
4226000.000000 18 1
4227000.000000 1 3
4227000.000000 3 1
4227000.000000 19 1
4228000.000000 1 5
4228000.000000 2 1
4228000.000000 3 1
4228000.000000 4 1
4228000.000000 5 1
4228000.000000 6 1
4229000.000000 1 2
4229000.000000 2 1
4229000.000000 3 2
4229000.000000 15 1
4230000.000000 1 3
4230000.000000 2 1
4230000.000000 3 1
4230000.000000 17 1
4231000.000000 1 5
4231000.000000 3 2
4231000.000000 14 1
4232000.000000 1 4
4232000.000000 3 1
4232000.000000 18 1
4233000.000000 1 5
4233000.000000 3 1
4233000.000000 17 1
4234000.000000 1 4
4234000.000000 3 1
4234000.000000 18 1
4235000.000000 1 3
4235000.000000 3 1
4235000.000000 19 1
4236000.000000 1 2
4236000.000000 3 1
4236000.000000 20 1
4237000.000000 1 5
4237000.000000 3 1
4237000.000000 17 1
4238000.000000 1 5
4238000.000000 3 1
4238000.000000 5 1
4238000.000000 12 1
4239000.000000 1 7
4239000.000000 2 1
4239000.000000 3 1
4239000.000000 13 1
4240000.000000 1 8
4240000.000000 2 2
4240000.000000 13 1
4241000.000000 1 4
4241000.000000 3 1
4241000.000000 18 1
4242000.000000 1 3
4242000.000000 3 2
4242000.000000 16 1
4243000.000000 1 7
4243000.000000 3 2
4243000.000000 12 1
4244000.000000 1 8
4244000.000000 3 2
4244000.000000 11 1
4245000.000000 1 4
4245000.000000 2 1
4245000.000000 6 2
4245000.000000 7 1
4246000.000000 1 6
4246000.000000 2 1
4246000.000000 17 1
4247000.000000 1 5
4247000.000000 2 2
4247000.000000 16 1
4248000.000000 1 5
4248000.000000 2 2
4248000.000000 16 1
4249000.000000 1 1
4249000.000000 2 1
4249000.000000 3 1
4249000.000000 19 1
4250000.000000 1 3
4250000.000000 3 1
4250000.000000 19 1
4251000.000000 1 4
4251000.000000 4 1
4251000.000000 17 1
4252000.000000 1 3
4252000.000000 2 1
4252000.000000 4 2
4252000.000000 12 1
4253000.000000 1 3
4253000.000000 22 1
4254000.000000 1 3
4254000.000000 2 2
4254000.000000 3 2
4254000.000000 5 1
4254000.000000 7 1
4255000.000000 1 4
4255000.000000 2 1
4255000.000000 19 1
4256000.000000 1 6
4256000.000000 2 1
4256000.000000 17 1
4257000.000000 1 3
4257000.000000 2 1
4257000.000000 20 1
4258000.000000 1 3
4258000.000000 2 1
4258000.000000 20 1
4259000.000000 1 4
4259000.000000 2 2
4259000.000000 6 1
4259000.000000 11 1
4260000.000000 1 3
4260000.000000 2 1
4260000.000000 4 1
4260000.000000 5 1
4260000.000000 11 1
4261000.000000 1 2
4261000.000000 2 1
4261000.000000 3 2
4261000.000000 15 1
4262000.000000 1 3
4262000.000000 3 1
4262000.000000 4 1
4262000.000000 5 1
4262000.000000 10 1
4263000.000000 1 1
4263000.000000 3 1
4263000.000000 21 1
4264000.000000 1 4
4264000.000000 2 1
4264000.000000 3 1
4264000.000000 5 1
4264000.000000 11 1
4265000.000000 1 3
4265000.000000 2 1
4265000.000000 20 1
4266000.000000 1 2
4266000.000000 3 1
4266000.000000 20 1
4267000.000000 1 2
4267000.000000 3 1
4267000.000000 20 1
4268000.000000 1 1
4268000.000000 3 1
4268000.000000 21 1
4269000.000000 1 4
4269000.000000 3 2
4269000.000000 6 1
4269000.000000 9 1
4270000.000000 1 5
4270000.000000 2 1
4270000.000000 3 1
4270000.000000 6 1
4270000.000000 9 1
4271000.000000 1 2
4271000.000000 3 1
4271000.000000 20 1
4272000.000000 1 5
4272000.000000 3 1
4272000.000000 17 1
4273000.000000 1 2
4273000.000000 3 1
4273000.000000 20 1
4274000.000000 1 5
4274000.000000 3 1
4274000.000000 8 1
4274000.000000 9 1
4275000.000000 1 2
4275000.000000 2 2
4275000.000000 19 1
4276000.000000 3 1
4276000.000000 22 1
4277000.000000 1 1
4277000.000000 3 2
4277000.000000 18 1
4278000.000000 1 1
4278000.000000 9 1
4278000.000000 15 1
4279000.000000 1 3
4279000.000000 2 1
4279000.000000 20 1
4280000.000000 1 2
4280000.000000 2 2
4280000.000000 3 1
4280000.000000 16 1
4281000.000000 1 1
4281000.000000 24 1
4282000.000000 1 3
4282000.000000 2 2
4282000.000000 3 1
4282000.000000 15 1
4283000.000000 1 3
4283000.000000 2 2
4283000.000000 9 2
4284000.000000 1 1
4284000.000000 2 1
4284000.000000 3 1
4284000.000000 6 1
4284000.000000 13 1
4285000.000000 1 1
4285000.000000 3 1
4285000.000000 21 1
4286000.000000 3 1
4286000.000000 5 1
4286000.000000 17 1
4287000.000000 1 1
4287000.000000 3 1
4287000.000000 21 1
4288000.000000 1 1
4288000.000000 3 1
4288000.000000 21 1
4289000.000000 1 1
4289000.000000 3 1
4289000.000000 21 1
4290000.000000 1 3
4290000.000000 2 1
4290000.000000 3 1
4290000.000000 17 1
4291000.000000 1 1
4291000.000000 2 1
4291000.000000 4 1
4291000.000000 6 1
4291000.000000 12 1
4292000.000000 1 3
4292000.000000 6 1
4292000.000000 16 1
4293000.000000 1 3
4293000.000000 3 1
4293000.000000 19 1
4294000.000000 1 1
4294000.000000 3 1
4294000.000000 21 1
4295000.000000 1 1
4295000.000000 2 2
4295000.000000 20 1
4296000.000000 1 1
4296000.000000 24 1
4297000.000000 1 3
4297000.000000 3 1
4297000.000000 19 1
4298000.000000 1 2
4298000.000000 3 1
4298000.000000 20 1
4299000.000000 1 1
4299000.000000 2 2
4299000.000000 3 1
4299000.000000 4 1
4299000.000000 13 1
4300000.000000 1 2
4300000.000000 2 3
4300000.000000 17 1
4301000.000000 1 3
4301000.000000 2 1
4301000.000000 20 1
4302000.000000 1 6
4302000.000000 2 2
4302000.000000 15 1
4303000.000000 1 2
4303000.000000 4 1
4303000.000000 19 1
4304000.000000 1 3
4304000.000000 2 2
4304000.000000 3 1
4304000.000000 15 1
4305000.000000 1 3
4305000.000000 2 1
4305000.000000 3 1
4305000.000000 4 1
4305000.000000 13 1
4306000.000000 1 6
4306000.000000 2 2
4306000.000000 15 1
4307000.000000 1 2
4307000.000000 3 1
4307000.000000 4 2
4307000.000000 5 1
4307000.000000 7 1
4308000.000000 1 2
4308000.000000 3 1
4308000.000000 4 1
4308000.000000 16 1
4309000.000000 1 4
4309000.000000 3 1
4309000.000000 8 1
4309000.000000 10 1
4310000.000000 1 2
4310000.000000 3 1
4310000.000000 20 1
4311000.000000 1 4
4311000.000000 2 1
4311000.000000 3 1
4311000.000000 16 1
4312000.000000 1 4
4312000.000000 2 1
4312000.000000 19 1
4313000.000000 2 1
4313000.000000 3 1
4313000.000000 20 1
4314000.000000 1 2
4314000.000000 2 1
4314000.000000 3 1
4314000.000000 18 1
4315000.000000 1 4
4315000.000000 2 2
4315000.000000 3 1
4315000.000000 5 1
4315000.000000 9 1
4316000.000000 1 3
4316000.000000 3 1
4316000.000000 4 1
4316000.000000 5 1
4316000.000000 10 1
4317000.000000 1 3
4317000.000000 2 3
4317000.000000 3 1
4317000.000000 13 1
4318000.000000 3 1
4318000.000000 9 1
4318000.000000 13 1
4319000.000000 1 2
4319000.000000 3 1
4319000.000000 20 1
4320000.000000 1 2
4320000.000000 3 1
4320000.000000 20 1
4321000.000000 1 3
4321000.000000 2 1
4321000.000000 3 1
4321000.000000 17 1
4322000.000000 1 2
4322000.000000 3 1
4322000.000000 20 1
4323000.000000 1 1
4323000.000000 2 1
4323000.000000 3 2
4323000.000000 16 1
4324000.000000 1 2
4324000.000000 2 1
4324000.000000 3 1
4324000.000000 18 1
4325000.000000 1 2
4325000.000000 3 1
4325000.000000 20 1
4326000.000000 1 2
4326000.000000 2 1
4326000.000000 21 1
4327000.000000 1 2
4327000.000000 3 1
4327000.000000 20 1
4328000.000000 1 1
4328000.000000 3 1
4328000.000000 4 1
4328000.000000 17 1
4329000.000000 1 2
4329000.000000 2 1
4329000.000000 3 1
4329000.000000 18 1
4330000.000000 1 3
4330000.000000 2 1
4330000.000000 3 1
4330000.000000 17 1
4331000.000000 1 1
4331000.000000 3 2
4331000.000000 7 1
4331000.000000 11 1
4332000.000000 1 5
4332000.000000 2 1
4332000.000000 3 1
4332000.000000 15 1
4333000.000000 1 1
4333000.000000 3 1
4333000.000000 21 1
4334000.000000 1 3
4334000.000000 5 1
4334000.000000 17 1
4335000.000000 1 1
4335000.000000 2 1
4335000.000000 22 1
4336000.000000 1 1
4336000.000000 2 1
4336000.000000 3 2
4336000.000000 16 1
4337000.000000 1 3
4337000.000000 3 1
4337000.000000 19 1
4338000.000000 1 2
4338000.000000 3 1
4338000.000000 9 1
4338000.000000 11 1
4339000.000000 1 3
4339000.000000 2 1
4339000.000000 4 1
4339000.000000 16 1
4340000.000000 1 1
4340000.000000 3 2
4340000.000000 18 1
4341000.000000 1 2
4341000.000000 9 1
4341000.000000 14 1
4342000.000000 1 2
4342000.000000 3 1
4342000.000000 5 1
4342000.000000 15 1
4343000.000000 1 6
4343000.000000 19 1
4344000.000000 1 2
4344000.000000 2 2
4344000.000000 19 1
4345000.000000 1 1
4345000.000000 24 1
4346000.000000 1 5
4346000.000000 2 1
4346000.000000 18 1
4347000.000000 1 7
4347000.000000 4 1
4347000.000000 14 1
4348000.000000 1 4
4348000.000000 3 1
4348000.000000 18 1
4349000.000000 1 4
4349000.000000 3 2
4349000.000000 15 1
4350000.000000 1 3
4350000.000000 2 2
4350000.000000 3 1
4350000.000000 15 1
4351000.000000 1 2
4351000.000000 2 2
4351000.000000 19 1
4352000.000000 1 2
4352000.000000 2 2
4352000.000000 4 1
4352000.000000 15 1
4353000.000000 1 2
4353000.000000 23 1
4354000.000000 7 1
4354000.000000 18 1
4355000.000000 1 2
4355000.000000 4 1
4355000.000000 19 1
4356000.000000 1 2
4356000.000000 2 1
4356000.000000 21 1
4357000.000000 1 5
4357000.000000 4 1
4357000.000000 16 1
4358000.000000 1 6
4358000.000000 2 1
4358000.000000 3 1
4358000.000000 14 1
4359000.000000 1 3
4359000.000000 22 1
4360000.000000 1 4
4360000.000000 21 1
4361000.000000 1 4
4361000.000000 5 1
4361000.000000 16 1
4362000.000000 3 1
4362000.000000 4 1
4362000.000000 18 1
4363000.000000 1 5
4363000.000000 2 2
4363000.000000 3 1
4363000.000000 4 1
4363000.000000 9 1
4364000.000000 1 3
4364000.000000 3 1
4364000.000000 19 1
4365000.000000 1 2
4365000.000000 2 1
4365000.000000 21 1
4366000.000000 1 5
4366000.000000 20 1
4367000.000000 1 2
4367000.000000 2 1
4367000.000000 3 2
4367000.000000 4 1
4367000.000000 11 1
4368000.000000 25 1
4369000.000000 1 3
4369000.000000 2 2
4369000.000000 18 1
4370000.000000 1 3
4370000.000000 2 1
4370000.000000 6 1
4370000.000000 14 1
4371000.000000 1 3
4371000.000000 2 3
4371000.000000 3 1
4371000.000000 13 1
4372000.000000 1 5
4372000.000000 2 1
4372000.000000 7 1
4372000.000000 11 1
4373000.000000 1 3
4373000.000000 2 1
4373000.000000 20 1
4374000.000000 1 8
4374000.000000 17 1
4375000.000000 1 1
4375000.000000 24 1
4376000.000000 1 1
4376000.000000 2 1
4376000.000000 3 1
4376000.000000 19 1
4377000.000000 1 3
4377000.000000 22 1
4378000.000000 1 2
4378000.000000 3 1
4378000.000000 20 1
4379000.000000 1 1
4379000.000000 2 1
4379000.000000 22 1
4380000.000000 1 2
4380000.000000 2 1
4380000.000000 21 1
4381000.000000 1 6
4381000.000000 19 1
4382000.000000 1 2
4382000.000000 23 1
4383000.000000 1 3
4383000.000000 22 1
4384000.000000 1 2
4384000.000000 2 2
4384000.000000 3 1
4384000.000000 16 1
4385000.000000 1 1
4385000.000000 2 2
4385000.000000 20 1
4386000.000000 1 3
4386000.000000 2 1
4386000.000000 20 1
4387000.000000 1 1
4387000.000000 2 1
4387000.000000 22 1
4388000.000000 1 4
4388000.000000 2 1
4388000.000000 19 1
4389000.000000 2 1
4389000.000000 3 2
4389000.000000 17 1
4390000.000000 1 2
4390000.000000 3 1
4390000.000000 20 1
4391000.000000 1 3
4391000.000000 2 1
4391000.000000 3 1
4391000.000000 17 1
4392000.000000 1 1
4392000.000000 24 1
4393000.000000 1 1
4393000.000000 2 2
4393000.000000 20 1
4394000.000000 1 1
4394000.000000 24 1
4395000.000000 1 1
4395000.000000 3 1
4395000.000000 21 1
4396000.000000 1 1
4396000.000000 3 1
4396000.000000 21 1
4397000.000000 1 2
4397000.000000 23 1
4398000.000000 1 1
4398000.000000 24 1
4399000.000000 1 2
4399000.000000 2 1
4399000.000000 4 1
4399000.000000 17 1
4400000.000000 1 4
4400000.000000 2 1
4400000.000000 19 1
4401000.000000 1 2
4401000.000000 3 1
4401000.000000 20 1
4402000.000000 1 2
4402000.000000 2 1
4402000.000000 21 1
4403000.000000 1 1
4403000.000000 2 1
4403000.000000 4 2
4403000.000000 7 2
4404000.000000 1 4
4404000.000000 4 1
4404000.000000 17 1
4405000.000000 1 1
4405000.000000 2 1
4405000.000000 6 1
4405000.000000 16 1
4406000.000000 1 4
4406000.000000 2 1
4406000.000000 19 1
4407000.000000 1 4
4407000.000000 21 1
4408000.000000 1 3
4408000.000000 2 1
4408000.000000 20 1
4409000.000000 1 2
4409000.000000 2 1
4409000.000000 21 1
4410000.000000 1 4
4410000.000000 4 1
4410000.000000 17 1
4411000.000000 1 1
4411000.000000 24 1
4412000.000000 1 2
4412000.000000 2 1
4412000.000000 21 1
4413000.000000 1 2
4413000.000000 8 1
4413000.000000 15 1
4414000.000000 1 2
4414000.000000 23 1
4415000.000000 1 1
4415000.000000 24 1
4416000.000000 1 2
4416000.000000 3 1
4416000.000000 20 1
4417000.000000 1 2
4417000.000000 23 1
4418000.000000 1 5
4418000.000000 20 1
4419000.000000 2 1
4419000.000000 23 1
4420000.000000 1 3
4420000.000000 22 1
4421000.000000 1 3
4421000.000000 22 1
4422000.000000 1 3
4422000.000000 7 1
4422000.000000 15 1
4423000.000000 1 5
4423000.000000 3 1
4423000.000000 17 1
4424000.000000 1 3
4424000.000000 2 1
4424000.000000 20 1
4425000.000000 1 2
4425000.000000 23 1
4426000.000000 1 3
4426000.000000 4 1
4426000.000000 18 1
4427000.000000 1 6
4427000.000000 2 1
4427000.000000 17 1
4428000.000000 1 2
4428000.000000 4 1
4428000.000000 19 1
4429000.000000 1 5
4429000.000000 20 1
4430000.000000 1 6
4430000.000000 2 2
4430000.000000 15 1
4431000.000000 1 7
4431000.000000 2 1
4431000.000000 16 1
4432000.000000 1 3
4432000.000000 4 1
4432000.000000 18 1
4433000.000000 1 1
4433000.000000 2 1
4433000.000000 22 1
4434000.000000 1 4
4434000.000000 3 1
4434000.000000 18 1
4435000.000000 1 4
4435000.000000 2 2
4435000.000000 17 1
4436000.000000 1 2
4436000.000000 2 1
4436000.000000 6 2
4436000.000000 9 1
4437000.000000 1 4
4437000.000000 2 1
4437000.000000 6 1
4437000.000000 13 1
4438000.000000 1 2
4438000.000000 2 1
4438000.000000 21 1
4439000.000000 1 2
4439000.000000 2 1
4439000.000000 3 1
4439000.000000 18 1
4440000.000000 1 4
4440000.000000 3 3
4440000.000000 12 1
4441000.000000 1 2
4441000.000000 23 1
4442000.000000 1 4
4442000.000000 2 1
4442000.000000 5 1
4442000.000000 14 1
4443000.000000 1 3
4443000.000000 2 1
4443000.000000 4 1
4443000.000000 16 1
4444000.000000 2 1
4444000.000000 3 1
4444000.000000 20 1
4445000.000000 1 2
4445000.000000 2 2
4445000.000000 19 1
4446000.000000 1 1
4446000.000000 24 1
4447000.000000 1 1
4447000.000000 24 1
4448000.000000 1 3
4448000.000000 2 1
4448000.000000 5 1
4448000.000000 15 1
4449000.000000 1 1
4449000.000000 2 1
4449000.000000 22 1
4450000.000000 1 4
4450000.000000 21 1
4451000.000000 1 2
4451000.000000 2 1
4451000.000000 3 1
4451000.000000 18 1
4452000.000000 1 4
4452000.000000 21 1
4453000.000000 1 3
4453000.000000 3 1
4453000.000000 19 1
4454000.000000 1 5
4454000.000000 20 1
4455000.000000 1 5
4455000.000000 2 2
4455000.000000 16 1
4456000.000000 1 3
4456000.000000 22 1
4457000.000000 1 4
4457000.000000 2 1
4457000.000000 3 1
4457000.000000 16 1
4458000.000000 1 5
4458000.000000 2 2
4458000.000000 6 1
4458000.000000 10 1
4459000.000000 1 5
4459000.000000 4 1
4459000.000000 6 1
4459000.000000 10 1
4460000.000000 1 3
4460000.000000 22 1
4461000.000000 1 6
4461000.000000 4 1
4461000.000000 15 1
4462000.000000 1 5
4462000.000000 2 1
4462000.000000 18 1
4463000.000000 1 8
4463000.000000 3 1
4463000.000000 14 1
4464000.000000 1 2
4464000.000000 23 1
4465000.000000 1 5
4465000.000000 2 1
4465000.000000 18 1
4466000.000000 1 5
4466000.000000 2 1
4466000.000000 3 1
4466000.000000 15 1
4467000.000000 1 4
4467000.000000 2 1
4467000.000000 6 1
4467000.000000 13 1
4468000.000000 1 7
4468000.000000 8 1
4468000.000000 10 1
4469000.000000 1 7
4469000.000000 18 1
4470000.000000 1 6
4470000.000000 4 1
4470000.000000 15 1
4471000.000000 1 4
4471000.000000 2 1
4471000.000000 19 1
4472000.000000 1 7
4472000.000000 2 1
4472000.000000 16 1
4473000.000000 1 8
4473000.000000 17 1
4474000.000000 1 6
4474000.000000 19 1
4475000.000000 1 8
4475000.000000 17 1
4476000.000000 1 5
4476000.000000 20 1
4477000.000000 1 6
4477000.000000 19 1
4478000.000000 1 7
4478000.000000 3 1
4478000.000000 5 1
4478000.000000 10 1
4479000.000000 1 6
4479000.000000 2 1
4479000.000000 17 1
4480000.000000 1 6
4480000.000000 2 2
4480000.000000 15 1
4481000.000000 1 6
4481000.000000 2 1
4481000.000000 3 1
4481000.000000 14 1
4482000.000000 1 6
4482000.000000 2 2
4482000.000000 15 1
4483000.000000 1 5
4483000.000000 20 1
4484000.000000 1 6
4484000.000000 3 1
4484000.000000 7 1
4484000.000000 9 1
4485000.000000 1 5
4485000.000000 2 1
4485000.000000 18 1
4486000.000000 1 3
4486000.000000 2 1
4486000.000000 20 1
4487000.000000 1 4
4487000.000000 2 3
4487000.000000 15 1
4488000.000000 1 7
4488000.000000 2 1
4488000.000000 3 2
4488000.000000 10 1
4489000.000000 1 6
4489000.000000 2 1
4489000.000000 17 1
4490000.000000 1 5
4490000.000000 2 1
4490000.000000 18 1
4491000.000000 1 9
4491000.000000 16 1
4492000.000000 1 11
4492000.000000 3 1
4492000.000000 11 1
4493000.000000 1 5
4493000.000000 2 2
4493000.000000 16 1
4494000.000000 1 6
4494000.000000 2 1
4494000.000000 17 1
4495000.000000 1 7
4495000.000000 18 1
4496000.000000 1 6
4496000.000000 2 1
4496000.000000 17 1
4497000.000000 1 6
4497000.000000 3 1
4497000.000000 4 1
4497000.000000 12 1
4498000.000000 1 6
4498000.000000 19 1
4499000.000000 1 6
4499000.000000 9 1
4499000.000000 10 1
4500000.000000 1 7
4500000.000000 3 1
4500000.000000 15 1
4501000.000000 1 5
4501000.000000 20 1
4502000.000000 1 7
4502000.000000 2 1
4502000.000000 16 1
4503000.000000 1 5
4503000.000000 5 2
4503000.000000 10 1
4504000.000000 1 6
4504000.000000 19 1
4505000.000000 1 6
4505000.000000 2 1
4505000.000000 4 1
4505000.000000 13 1
4506000.000000 1 7
4506000.000000 3 1
4506000.000000 15 1
4507000.000000 1 6
4507000.000000 2 1
4507000.000000 17 1
4508000.000000 1 2
4508000.000000 2 3
4508000.000000 17 1
4509000.000000 1 3
4509000.000000 2 2
4509000.000000 18 1
4510000.000000 1 7
4510000.000000 2 1
4510000.000000 5 1
4510000.000000 11 1
4511000.000000 1 6
4511000.000000 2 2
4511000.000000 3 2
4511000.000000 9 1
4512000.000000 1 6
4512000.000000 2 2
4512000.000000 3 1
4512000.000000 12 1
4513000.000000 1 4
4513000.000000 2 1
4513000.000000 19 1
4514000.000000 1 6
4514000.000000 19 1
4515000.000000 1 6
4515000.000000 2 3
4515000.000000 6 1
4515000.000000 7 1
4516000.000000 1 5
4516000.000000 2 3
4516000.000000 14 1
4517000.000000 1 8
4517000.000000 2 1
4517000.000000 4 2
4517000.000000 7 1
4518000.000000 1 9
4518000.000000 2 2
4518000.000000 12 1
4519000.000000 1 5
4519000.000000 2 2
4519000.000000 4 1
4519000.000000 12 1
4520000.000000 1 5
4520000.000000 2 3
4520000.000000 14 1
4521000.000000 1 3
4521000.000000 2 3
4521000.000000 16 1
4522000.000000 1 6
4522000.000000 2 1
4522000.000000 17 1
4523000.000000 1 6
4523000.000000 2 1
4523000.000000 17 1
4524000.000000 1 7
4524000.000000 18 1
4525000.000000 1 7
4525000.000000 3 1
4525000.000000 5 1
4525000.000000 10 1
4526000.000000 1 3
4526000.000000 22 1
4527000.000000 1 2
4527000.000000 6 1
4527000.000000 17 1
4528000.000000 1 5
4528000.000000 20 1
4529000.000000 1 2
4529000.000000 2 1
4529000.000000 21 1
4530000.000000 1 4
4530000.000000 2 1
4530000.000000 19 1
4531000.000000 1 2
4531000.000000 2 2
4531000.000000 19 1
4532000.000000 1 5
4532000.000000 2 1
4532000.000000 3 2
4532000.000000 12 1
4533000.000000 1 5
4533000.000000 2 2
4533000.000000 3 1
4533000.000000 13 1
4534000.000000 1 7
4534000.000000 2 1
4534000.000000 16 1
4535000.000000 1 7
4535000.000000 2 1
4535000.000000 16 1
4536000.000000 1 10
4536000.000000 5 1
4536000.000000 10 1
4537000.000000 1 7
4537000.000000 2 2
4537000.000000 14 1
4538000.000000 1 3
4538000.000000 2 1
4538000.000000 3 1
4538000.000000 8 1
4538000.000000 9 1
4539000.000000 1 4
4539000.000000 2 2
4539000.000000 17 1
4540000.000000 1 4
4540000.000000 2 1
4540000.000000 3 1
4540000.000000 16 1
4541000.000000 1 6
4541000.000000 19 1
4542000.000000 1 9
4542000.000000 5 1
4542000.000000 11 1
4543000.000000 1 5
4543000.000000 2 1
4543000.000000 18 1
4544000.000000 1 7
4544000.000000 4 1
4544000.000000 14 1
4545000.000000 1 6
4545000.000000 2 1
4545000.000000 5 1
4545000.000000 12 1
4546000.000000 1 7
4546000.000000 2 1
4546000.000000 4 2
4546000.000000 8 1
4547000.000000 1 9
4547000.000000 16 1
4548000.000000 1 9
4548000.000000 2 2
4548000.000000 12 1
4549000.000000 1 5
4549000.000000 2 2
4549000.000000 3 1
4549000.000000 13 1
4550000.000000 1 7
4550000.000000 2 2
4550000.000000 14 1
4551000.000000 1 8
4551000.000000 2 1
4551000.000000 4 1
4551000.000000 11 1
4552000.000000 1 9
4552000.000000 16 1
4553000.000000 1 4
4553000.000000 2 3
4553000.000000 15 1
4554000.000000 1 12
4554000.000000 2 1
4554000.000000 3 1
4554000.000000 8 1
4555000.000000 1 8
4555000.000000 2 3
4555000.000000 11 1
4556000.000000 1 8
4556000.000000 17 1
4557000.000000 1 5
4557000.000000 2 1
4557000.000000 18 1
4558000.000000 1 9
4558000.000000 2 1
4558000.000000 4 1
4558000.000000 10 1
4559000.000000 1 6
4559000.000000 2 2
4559000.000000 3 2
4559000.000000 9 1
4560000.000000 1 6
4560000.000000 19 1
4561000.000000 1 7
4561000.000000 18 1
4562000.000000 1 10
4562000.000000 3 1
4562000.000000 12 1
4563000.000000 1 6
4563000.000000 2 1
4563000.000000 17 1
4564000.000000 1 9
4564000.000000 2 1
4564000.000000 14 1
4565000.000000 1 6
4565000.000000 3 1
4565000.000000 16 1
4566000.000000 1 11
4566000.000000 3 1
4566000.000000 11 1
4567000.000000 1 8
4567000.000000 2 1
4567000.000000 15 1
4568000.000000 1 7
4568000.000000 2 2
4568000.000000 14 1
4569000.000000 1 7
4569000.000000 3 1
4569000.000000 15 1
4570000.000000 1 6
4570000.000000 7 1
4570000.000000 12 1
4571000.000000 1 6
4571000.000000 2 1
4571000.000000 3 1
4571000.000000 14 1
4572000.000000 1 7
4572000.000000 4 1
4572000.000000 5 1
4572000.000000 9 1
4573000.000000 1 8
4573000.000000 17 1
4574000.000000 1 7
4574000.000000 2 1
4574000.000000 3 1
4574000.000000 13 1
4575000.000000 1 7
4575000.000000 2 2
4575000.000000 3 1
4575000.000000 11 1
4576000.000000 1 7
4576000.000000 7 1
4576000.000000 11 1
4577000.000000 1 4
4577000.000000 2 2
4577000.000000 17 1
4578000.000000 1 8
4578000.000000 17 1
4579000.000000 1 8
4579000.000000 2 1
4579000.000000 15 1
4580000.000000 1 8
4580000.000000 2 1
4580000.000000 15 1
4581000.000000 1 7
4581000.000000 2 1
4581000.000000 3 1
4581000.000000 13 1
4582000.000000 1 9
4582000.000000 2 1
4582000.000000 14 1
4583000.000000 1 8
4583000.000000 17 1
4584000.000000 1 7
4584000.000000 3 1
4584000.000000 15 1
4585000.000000 1 5
4585000.000000 2 1
4585000.000000 18 1
4586000.000000 1 6
4586000.000000 19 1
4587000.000000 1 7
4587000.000000 2 1
4587000.000000 16 1
4588000.000000 1 5
4588000.000000 2 2
4588000.000000 16 1
4589000.000000 1 10
4589000.000000 2 1
4589000.000000 13 1
4590000.000000 1 9
4590000.000000 2 1
4590000.000000 14 1
4591000.000000 1 7
4591000.000000 2 1
4591000.000000 16 1
4592000.000000 1 6
4592000.000000 2 2
4592000.000000 15 1
4593000.000000 1 8
4593000.000000 2 2
4593000.000000 13 1
4594000.000000 1 8
4594000.000000 2 1
4594000.000000 15 1
4595000.000000 1 7
4595000.000000 2 1
4595000.000000 3 1
4595000.000000 13 1
4596000.000000 1 10
4596000.000000 2 2
4596000.000000 11 1
4597000.000000 1 4
4597000.000000 2 2
4597000.000000 4 1
4597000.000000 13 1
4598000.000000 1 8
4598000.000000 2 1
4598000.000000 15 1
4599000.000000 1 5
4599000.000000 2 2
4599000.000000 16 1
4600000.000000 1 8
4600000.000000 17 1
4601000.000000 1 5
4601000.000000 20 1
4602000.000000 1 3
4602000.000000 2 3
4602000.000000 16 1
4603000.000000 1 8
4603000.000000 3 1
4603000.000000 14 1
4604000.000000 1 4
4604000.000000 2 1
4604000.000000 3 1
4604000.000000 16 1
4605000.000000 1 4
4605000.000000 2 2
4605000.000000 3 1
4605000.000000 14 1
4606000.000000 1 6
4606000.000000 3 1
4606000.000000 16 1
4607000.000000 1 7
4607000.000000 18 1
4608000.000000 1 4
4608000.000000 2 3
4608000.000000 3 1
4608000.000000 12 1
4609000.000000 1 9
4609000.000000 2 1
4609000.000000 14 1
4610000.000000 1 8
4610000.000000 2 1
4610000.000000 15 1
4611000.000000 1 5
4611000.000000 2 1
4611000.000000 6 1
4611000.000000 12 1
4612000.000000 1 4
4612000.000000 21 1
4613000.000000 1 8
